name,IBAN,amount,reference,description,day,month,year
Jay Sawyer,GB14CFIZ70881509069816,148.61,6366785022779,Payment 6366785022779 for services,8,2,2021
Walter Jackson,GB84XNVB94715192900885,561.22,5254612102859,,14,8,2021
Eric Larson,GB12RKKD76640729877281,112.34,1367848293216,,13,7,2024
Christopher Johnson,GB40OQAZ35647105355353,719.04,7677825944586,,18,6,2021
Timothy Guzman,GB94PLQX25170521922341,266.63,3812032471430,,5,9,2021
Joseph Mccarty,GB93KVDJ00660672069889,677.4,7256332950572,,15,6,2022
Brian Russo,GB19ZNIQ79030680025816,776.57,0214990738625,,14,9,2023
Amanda Poole,GB05AOFY59231247353814,829.71,5119629134173,,2,5,2023
Tiffany Barton,GB77JQNH50524848469036,990.79,7656234880128,Improve story most his.,15,5,2023
Michael Byrd,GB31ODKP96367410210384,581.11,6749593411599,Keep plant later bring.,13,10,2020
Krista Barnett,GB33FBOS06045104844713,791.19,3085762293447,,13,11,2023
Glenn Pruitt,GB92HDJC77357584862472,165.71,2869665374523,,11,9,2022
Mitchell French,GB04HXSR10960696468849,793.0,3096065991428,,11,5,2020
Carolyn Hunt,GB62FEZY96362401244417,823.65,829871827406,New agent reason religious growth follow.,1,12,2024
Jose Campbell,GB13WPIS75016158584799,911.73,6665175850184,,20,1,2022
Judy Jones,GB11EVBA87769315965417,792.6,1537414285246,,15,1,2023
Anne Boyd,GB66ADPB76954074818339,203.99,0694615635896,,26,5,2024
John Patel,GB94FEPB51846310196586,847.25,7168385283371,,21,12,2021
Michael Gentry,GB50OJBZ88298860339909,799.65,7184175129964,,28,2,2021
Susan Wu,GB70OHWK16041454811339,953.65,1382736617660,,24,12,2022
Timothy Brown,GB20JUIC91350922301817,22.41,monthly,,17,1,2020
William Evans,GB48QTAK61125536555760,209.51,4619317875261,,20,12,2023
Autumn Wood,GB16FAOT82077054806888,730.36,8531060576638,,11,9,2022
Patrick Coleman,GB82UKLZ02293755954069,938.7,9101903957840,,12,1,2022
Nicole Doyle,GB35NMKO21362013269187,70.29,4038141803385,Down somebody trouble his probably call feel.,20,5,2024
Robert Jones,GB72MAOA88446510575093,70.75,6048861385649,,15,8,2023
Brenda Thomas,GB17SMRG52474215458920,575.12,4110428110093,,9,7,2022
Brian Little,GB79KMHU82969678511340,468.37,4329022424431,Payment 4329022424431 for services,20,3,2022
Pamela Bruce,GB59HRSL11447627028380,610.76,9276251586155,,24,10,2024
Daniel Thompson,GB62UEGV79380608234555,204.94,78224551,,5,2,2022
Karl Crane,GB82MTZT11763014315321,209.45,0999247862833,,14,10,2024
Pamela Black,GB86ULBO19897313770283,987.1,2065073787850,,22,10,2020
Kyle Hill,GB73HJMA75260669874070,101.45,3949940291031,,4,2,2021
Mary Perkins,GB51OTNG06471790957262,744.56,3744062678506,,6,2,2020
Laura Hoover,GB37GHOD61792130931312,735.92,3769588839545,Payment 3769588839545 for services,6,3,2021
Sylvia Sims,GB54HAHQ83802681229097,309.83,6818830776361,,2,4,2024
Angela Ramirez,GB97NPEW89843009064291,82.46,8334893421638,,13,11,2020
Gabrielle Rangel,GB63GFLN92336962183513,418.2,8710401316786,,14,4,2023
Anthony Patton,GB56FKGM59561163154583,626.4418716840997,4781842090706,,22,5,2021
Barry Clark,GB61EUJE59594812613867,720.39,0102178533011,,2,4,2022
Christina May,GB02ZODA44251549044655,726.74,6993082746437,,24,4,2022
Maria Colon,GB32LZYH25396152821247,340.16319525591405,1945752368185,,8,5,2021
Nicholas Casey,GB85GHLX47137021168720,943.43,1452836980480,,12,1,2022
Miranda Harris,GB39KQCM96158539361093,186.87,6589430801967,,3,3,2024
Suzanne Allen,GB80WNRH58970077993322,724.78,5305062172395,,2,7,2020
Tonya Little,GB83XZQS63220106071196,454.61,9630225701713,,17,1,2020
Richard Cross,GB55XUCS71834732358621,940.55,9208954362460,,25,8,2024
Mary Maldonado,GB46AIXB83982623866526,486.47,7915362846148,,26,1,2023
Elizabeth Bell,GB85AUDR41312820350821,594.22,3183041131692,,5,8,2021
Stephen Morris,GB17UJBZ79600827766474,460.68,6565579536984,,22,4,2021
Janet Williams,GB34FAUE17239155959530,440.32,3213201401881,,8,7,2024
Wayne Williams,GB20BZVN76303252350008,973.7,1014451200734,,13,10,2024
Christina Bennett,GB27AQNG94740434622533,47.09,9136752786631,,9,2,2023
Melissa Mckinney,GB93GAPC92091698012195,941.25,4781135380743,,20,10,2024
Gregory Myers,GB60WSON95780724537150,347.48,5404044273157,,13,2,2021
Justin Jackson,GB78WAJC75945724514826,742.69,2507488161240,Payment 2507488161240 for services,16,3,2024
Kevin Horn,GB98MNVL67485994292066,1087.9724287351264,4542784331476,,23,8,2024
Kenneth Church,GB11ZXQX41374122101544,956.97,2121273539429,Payment 2121273539429 for services,17,2,2020
Morgan Sanders,GB26LZOA12586207431028,442.59,8749001478365,Billion health record want.,23,3,2024
Thomas Bishop,GB62DLCC42294903807380,408.61,8094696051479,,17,10,2021
John Keith,GB16SIRI56648368424594,264.98,8623275377398,Payment 8623275377398 for services,9,2,2020
Rachel Hughes,GB83KPUU07090731809732,603.81,9245238515969,,21,10,2023
Sarah Bailey,GB79IUDI43002938229163,374.29,0974970454326,,1,11,2020
Melanie Pierce,GB74LMHL30858831423770,912.19,2335229202897,,6,4,2022
Tim Stephens,GB30NCYG65970096991704,284.35,4538517180015,,15,7,2020
Jonathan Mendoza,GB68YOAK58723516758622,168.96,3020435617243,,13,5,2020
Jessica Green,GB74RFZP86007588224850,179.3,6548773557702,,14,1,2020
Heidi Walker,GB57NIGC99534302159554,757.8,0608477900115,,15,4,2022
Stacey Hall,GB66GYRB86366242053506,829.19,3616619155993,,6,9,2020
Abigail Green,GB91VSWW50389718618716,622.3,7147409878922,,17,9,2020
Austin George,GB06YYSU02809892912117,806.64,0671220451943,,15,3,2024
Christopher Rodriguez,GB39ZNBD07961715945755,769.25,1269420303453,Learn Congress class child evidence wall.,24,1,2024
Shelia Franklin,GB10JSNS08983758897524,1063.1693510971068,8233212700310,,13,2,2023
Mr. Blake Phelps,GB81VPHP70881800661050,642.45,2428412212961,,9,7,2022
Ms. Stacey Thompson PhD,GB14SOZY40142096034104,912.64,9528770297440,Payment 9528770297440 for services,1,1,2024
David Mendoza,GB95VIRI67268400005428,728.31,4795440033768,,28,2,2023
Benjamin Savage,GB45MTHG23251974003518,1052.0933042758156,4178520569461,,11,10,2024
Scott Mcpherson,GB07FTNB33285747504361,945.07,8006388387599,,5,10,2020
Benjamin Mckinney,GB28MYYG79711739412083,682.2,4675623740235,Save up rise day across.,7,4,2020
Tina Wells,GB03XXCH56188061191184,694.68,2060281932467,,19,2,2022
Cindy Rivera,GB67VNBA53730103435347,175.36,1495574754401,,13,7,2022
Jennifer Cole,GB64GFCH18875928662356,497.2,7790671647712,,14,10,2023
Caleb Daniels,GB66GWMV55835125375765,60.95,76970368,,21,2,2020
Terri Mcmahon,GB16XLGU19792046998173,533.16,8071449684733,,5,5,2020
Cory Williamson,GB84LSDP83839579511215,140.34,6720993029348,Response again time use religious.,3,7,2023
Kimberly Robles,GB66ENLG56547223577016,727.53,7595742019869,,12,11,2020
Christian Jones,GB55YIXD57163562816923,393.66,0039885347146,,28,9,2021
Anthony Ayers,GB20XDFV18559176511300,453.57,1947862296754,Payment 1947862296754 for services,13,6,2024
Ruben Ramirez,GB56TFBO31773880107509,89.6839532567331,1347228975444,Payment 1347228975444 for services,22,12,2023
Brandon Jones,GB64SBSJ19272542946431,226.45,0093311601233,,22,2,2022
Cynthia Thomas,GB78NPXR27527931589759,244.04,3384263094073,,5,12,2021
Stacey Smith,GB95AEVQ29244668930803,41.43,56631357,,10,3,2023
Mr. Raymond Smith,GB71ZQZJ12727777805481,515.1,3382406289119,Payment 3382406289119 for services,19,4,2020
Jennifer Hill,GB77JJFN59877740671761,32.24,7375018667693,,7,1,2020
Molly Hill,GB45RDQL24017226071044,1183.74712309328,8961438560929,Payment 8961438560929 for services,3,12,2021
John Allen,GB05MNCY02962868728729,761.01,4501232776634,,13,9,2023
Melissa Walton,GB58GRRJ28529104036115,352.82,GB58GRRJ28529104036115,,19,3,2021
Nicole Whitney,GB48ABVO57923791477803,73.9,5173000795087,,17,11,2023
Mark Bass,GB28GOSK68746591436715,439.29,9281960483060,,26,2,2021
Stephanie Walter,GB95XGJH51505566845347,875.42,4248179271326,,12,12,2020
Rachel Madden,GB06QJZZ16783675372009,624.82,8576744603774,,22,5,2021
Michael Little,GB04PSLW36380195006999,25.16289988562617,2617913575457,,15,3,2023
William Reyes,GB41MJZO19825163478299,952.0,1858358,Same beat catch public network involve religious.,9,9,2021
Megan Baker,GB71TMOJ00424272922674,782.63,1209701828541,,21,10,2023
Daniel Boyd,GB92UFXE82593466382505,192.76,7374304608075,,15,2,2024
Anthony Perez,GB16OTNV89412975283762,667.99,0428672108969,,28,1,2020
Scott Wall,GB67XBAO58936224230680,223.16,1551881720604,,11,3,2023
Derrick Guerra,GB51NYSS42886530338670,643.81,9488545572304,,19,7,2024
Heather Harrison,GB54OBVO27157069525748,198.16,5300877698696,Payment 5300877698696 for services,1,3,2023
Caitlin Atkins,GB73LNMO20058364494482,541.75,2940871999219,,6,5,2022
James Joseph,GB08YAUA18994682214266,502.52,0191144103327,,9,4,2024
Judy Soto DVM,GB12OHJK26073272994607,112.75,4278079920550,,24,1,2024
Michael Chase,GB35ZODD78229308483532,78.22,9454214042973,Payment 9454214042973 for services,16,10,2020
Jason Cain,GB89XYAZ75152746916620,666.37,2549304876082,,18,3,2021
Kathy Jimenez,GB22LALE39619769211468,920.38,9473860959787,,23,8,2023
Craig Carrillo,GB80ASXP47986351885318,227.51,2640417046543,,18,5,2022
Christina Rivas,GB82NUIO40208662133460,754.27,6926970272480,,24,6,2023
Ellen Williams,GB08YUFP15990991604883,550.89,8039329856779,,23,10,2020
Dr. Erin Jenkins,GB90PPOB41086577920399,541.96,3079960253457,Subscription 3079960253457,2,6,2021
Megan Davis,GB49AHYO90595784112142,866.9,3894743423090,,18,1,2021
Erica Mercado,GB51VZVP64952763963491,336.39,5879507033010,,14,12,2022
Mario Smith,GB66JDZR86182931066588,934.36,0638298110851,,4,4,2024
Taylor Orozco,GB90RSBO61679799079796,293.31,Six,,26,11,2021
David Stark,GB32QOTJ25276461909564,681.35,1335311898718,,5,10,2023
Daniel Rodriguez,GB63MBDB67629910180941,623.26,3585030612654,,28,7,2023
Kristin Thomas,GB61KMTY52767872227785,104.56,6366761183418,,14,10,2024
Thomas Gutierrez,GB52XEHB58124584799883,394.17,2281869688235,,25,1,2020
Heidi Weiss,GB07KUAC62623875158268,742.5,5606513883328,,12,10,2022
Vernon Singleton,GB27TVFL16455960400324,355.5,7480996431515,,13,10,2024
Christopher Stuart,GB08OXGE66149568591243,72.33,21451201,Subscription 21451201,5,5,2021
Kimberly Ortiz,GB97KFSK20452366839349,196.12,1254564734225,,6,3,2024
Erin Vincent,GB98YNXE14379802497166,518.9,85165298,Subscription 85165298,24,11,2022
Tyrone Bond,GB06GNGR17226840167937,443.1,2620332547196,,27,4,2020
David Underwood,GB70RFUC90625831363339,126.19,5084587363852,,4,4,2020
Roger Mays,GB19PZWL06589212543239,251.76,5356159126401,,23,12,2021
Thomas Grimes,GB06YZLI88591062740740,872.72,4090734340752,,13,7,2020
Wendy Yu,GB36OUYE96762755387123,167.9280246791549,3302157897074,,14,1,2023
Gloria Berry,GB72VFRV30598777185497,869.2,0901382592681,,17,6,2021
Eugene Carlson,GB63RUXD86901385483574,220.23,7756588413086,,17,5,2022
Steven Guerrero,GB93VCTG77412515427383,401.4,92477841,,12,4,2022
Gloria Estrada,GB42RYCJ15825581236132,79.34,72313558,Regular payment,12,3,2020
Steven Ho,GB93WCPK82487273093811,585.47,0339940968324,,19,7,2024
Lawrence Lopez,GB52RWBL20067282638281,935.3,1667431366618,Unit drug speech reach.,10,1,2022
Megan Stone,GB17EIEK56846188001021,679.84,2969029257148,Media into suffer much over about.,14,9,2023
Robert Taylor,GB49FLYK20329193742698,745.12,4082991998067,Payment 4082991998067 for services,3,10,2022
Shari Simon,GB59RRAZ49334536038728,41.7,5922340279975,,22,10,2022
Emma Sweeney,GB50IMBR40375393505767,116.25,Share pass,,26,12,2024
Frank Johnson,GB14IJEH13010299886977,273.59,5043027040555,Payment 5043027040555 for services,14,6,2023
Alan Combs,GB19WIMQ09513682134118,459.59,6898350330830,Payment 6898350330830 for services,4,10,2023
Anna Lee,GB54CQOB47965571848815,525.39,9032145636586,,18,3,2022
Mary Flowers,GB44NPCM67353337890961,207.05,3445986881217,Car happen fill former establish.,19,4,2024
Christopher Daugherty,GB02FHNA25939522416770,974.64,9676917147216,,5,2,2021
Bailey Cooper,GB30XUGR69344762969242,889.48,5746975881712,,15,2,2022
Amy Flynn,GB02GPDC06595261362666,240.01,0081460848166,,28,12,2023
Susan Dorsey,GB73FXQW04571948824116,392.35,4983327121664,,20,7,2023
Patricia Cannon,GB82DPSX65533970559898,97.95,2603196077771,,19,4,2020
Sara Simon,GB53HFZS28864982243825,726.45,2110593757248,,23,12,2024
Antonio Johnson,GB47NSTK82721333842976,201.95,4795561358016,,17,1,2024
Michele Cook,GB63TLFS97309208358460,917.84,1167247573816,,17,5,2023
Kimberly Rodriguez,GB29FTAR25669563906060,216.92,7530568282318,,9,3,2022
Cody Morris,GB03XOCY40093345946374,694.91,2621502027036,Exist so feel whether. His while those movie.,8,3,2021
Kathleen Garcia,GB76IHBY80314542674763,199.4,2801551219969,,25,7,2021
Stacy Carney,GB47CLBD29937295059722,103.8,3736918728442,,7,5,2020
Tanner Bridges,GB77BYHQ84708661478894,781.48,3506268629375,,17,3,2022
Heather Terry,GB46HXEE11451085506313,659.46,8327789095648,,19,11,2022
Joshua Allen,GB51LXRJ41770253919143,210.5,3566001652855,,15,1,2021
Michael Mendoza,GB26DQYQ35827930487149,704.51,2515269108780,,27,7,2022
David Gonzalez,GB24LTPH09475982075440,242.41,5130465024657,,24,1,2023
Emily Hunt,GB23BUIK56375171504587,645.3192815010054,1033131123125,,12,7,2022
Melissa Barnes,GB13VGPJ58529424629745,417.03,6653786199105,Kind crime instead give audience peace.,16,11,2022
Brandy Serrano,GB74LCYR63661230362210,239.01,0606126782167,,10,12,2021
Veronica Garcia,GB43CFWG97624274267854,627.44,3405097060147,,13,2,2020
Martin Cook,GB97BPCG34558104314731,381.19,9553320956874,,23,3,2024
Carla Rodriguez,GB64KELF68382540144597,890.09,1087115618237,,2,3,2024
Nicole Gonzalez,GB20AGTY62188406169405,212.86,3380418467402,,25,8,2023
Sabrina Campbell,GB50FOEJ54265793798404,255.1,5754882296567,Payment 5754882296567 for services,2,10,2024
Amber Taylor,GB64BWKI32101754673125,439.72,8808114212010,,1,12,2023
Patrick Stewart,GB06QRIA94678407744526,539.83,7245982387425,,20,9,2022
Marie Goodwin,GB17SXWO22738634558019,181.53,7674700471779,,18,11,2024
Michael Fry,GB51VAQX29239398513151,132.59,5868888426467,,27,7,2023
Dawn Smith,GB84SPPL57913022460242,293.54,3494298802885,Payment 3494298802885 for services,19,8,2024
Jennifer Leon,GB91FOCU14711016271813,187.62,4050048489769,,15,5,2024
Brittany Fox,GB20XBMD75503820602401,581.07,7900264154101,,13,3,2020
Vincent Nelson,GB66VXCM31026838567299,286.35,5401120400216,,15,2,2022
Matthew Anderson,GB16DROQ46913711770435,630.36,8433140469765,,4,6,2021
Stefanie Davis,GB21WXSH51457167586165,107.05,836779231631,Payment 0836779231631 for services,7,11,2023
Jon Miller,GB65JTCV67924928955648,197.68,7555581906164,,7,7,2023
Robin Bowers,GB81WEAU65299508568797,637.52,4392746858219,,15,7,2024
Margaret Johnson,GB64OTEF38884208537604,694.65,7702165846877,,18,5,2023
Kevin Snyder,GB02QKWB23995504915164,44.57,4066877972617,Subscription 4066877972617,23,6,2023
April Keller,GB26ICCO09879422515940,281.81,4978171989867,,24,9,2024
Bryan Oneal,GB88NPFD31361079497471,999.85,7943125083493,Speech carry even up sport. Rich force hope fly.,1,2,2024
Sherry Cooke,GB35SZKC80390645088158,485.49,6136829689714,,23,8,2023
Christopher Cook,GB35YKBH07412904677830,895.03,0782050784658,,1,6,2022
Sarah Fowler,GB95POJA27650742375097,231.63,2521377038215,,16,9,2023
Michelle Lee,GB95TCYF93397946374666,741.79,9907582069252,,23,1,2023
Stacy Jones,GB39HSZW73155199542949,259.5,6797924815264,,16,11,2020
Christopher Simon,GB51VTVA07137188424928,582.09,Best cost wear bed,,26,2,2021
Joseph Jackson,GB66KGFO41798978616686,259.58,5344555349814,,26,7,2022
Shannon Sutton,GB09ZRAV03046326925362,115.06,6679268998561,,15,6,2021
James Barnes,GB82DSPC55591776692639,412.94,21189197,,17,5,2023
Brian Thomas,GB75RNAD44269378733836,319.98,4827789541502,,20,3,2023
Elizabeth Smith,GB70EAGV32965970209785,174.13,1250135159121,,26,9,2023
Jeffrey Clark,GB58LWGU90069234606743,719.69,6273524862957,,1,9,2024
Alyssa Hicks,GB70VCDJ77318726787551,273.05,4250518412796,,2,10,2024
William Davis,GB64EZBF54142132410236,456.21,284971819926,Subscription 0284971819926,8,9,2020
Michael Chang,GB65IANS61744014722207,762.05,9795144831757,,8,5,2024
Jack Wright,GB59URQM88374343023423,633.79,2173038294364,,22,6,2021
Timothy Crane,GB42JILE13767709884326,966.44,6717386158105,Front give certainly.,22,12,2023
Glenn Fuentes,GB32VKUB87729634413772,126.28,19114248,,17,9,2023
Brianna Parker,GB29FYIS44212146157726,288.5,4313262220304,,6,1,2022
Teresa Warner,GB54OHTW48169331100446,178.42,5997343202862,,3,10,2022
Erica Wilkins,GB75PIWU25959288256182,332.59,4702983420078,Subscription 4702983420078,28,2,2023
Steven Howard,GB03ESXE45783826733247,254.75,4821960971218,,19,4,2023
Julie Miller,GB89PLMV07150382955569,481.98,9247255311456,,3,11,2021
Melinda Wolf,GB12TPVZ56593525029930,877.15,6032296448949,,27,12,2021
Juan Molina,GB28OMLL80217931984313,373.4,2480990909893,,1,12,2024
Keith Gutierrez,GB95DEJD09225420321596,821.95,0311278153382,,10,2,2024
Andrew White,GB70NYTK11571692839821,247.67,1678215282857,,28,3,2022
Jeremy Smith,GB79EFQO05065303495762,208.01,1659879744516,,18,1,2023
Katelyn Daniels,GB95TOIE57573798762455,193.69,5732746951722,,25,12,2024
Samantha Lindsey,GB74IUFP31664123184526,785.03,1347267230733,,1,3,2020
Chad Becker,GB46DALH43113960369972,506.52,3165582530974,,18,10,2020
Justin Murray,GB72ZSYG44879384576549,53.85,8862347392628,,6,6,2023
Brooke Tucker,GB56YGGV11803263828397,1217.1419824097586,9182672009701,,17,7,2021
John Mcdonald,GB39DYPD99018258946321,74.26,0038015183234,,10,9,2020
Mark Levine,GB66NFUR46641384005220,563.2,Guy yes,,23,12,2022
Paul Contreras,GB74IRLD19911319547842,189.03,5655861163569,,9,7,2021
Mariah Thomas,GB27NZLN10091889090638,146.92,6902327975228,,24,3,2022
Kathryn Webb,GB89KPPI73295311711536,156.9,2099085213502,,25,5,2024
John Mendoza,GB78MPYK58419047847476,247.43,1752439105076,,20,3,2022
Gail Padilla,GB40NSRG68027677580347,522.1067495529948,9570652076117,,14,5,2020
Heather Reid,GB92MQFR95431554296555,331.27,9543060436392,,9,8,2021
Timothy Hale,GB21LGMP64124708540650,1812.681875105858,1891355438766,,16,8,2024
Francisco Jones,GB47PXZU77312091809696,384.04,4623036603685,Art there form house member investment word.,13,9,2021
Sierra Miller,GB13CWLR22333931749049,827.46,2365465332508,,2,10,2022
Timothy Santiago,GB58UOWP46169421027134,710.87,3165590207226,Subscription 3165590207226,4,9,2023
Jonathan Mathis,GB77AEFE01152515559913,13.31,3932916944390,,14,11,2024
Beth Lang,GB22OGIV83188932266747,682.07,8417409047598,Technology writer son fire really range.,4,10,2023
Craig Gonzalez,GB70QVVP94973044151719,138.05,3563405933955,,20,6,2024
Lisa Stephens,GB39XPKL29623854130954,450.3,1496114378736,,6,10,2022
Christopher Stewart,GB89EGZY92639611931121,554.9,3739452271146,,4,10,2022
Teresa Wright,GB85VTTE13382726393215,79.98,9606750225079,,12,4,2020
Susan Barry,GB19NONI37346829576456,481.27,4159785327379,Happy you try house young article culture.,9,11,2024
Ashley Eaton,GB97YPQT54787855098229,73.81,6287864472677,,13,3,2022
Troy Mcdaniel,GB28YWZX62450515322210,274.52,3986235870939,,24,1,2024
Joseph Martinez,GB49APEM07385393081467,643.74,1768503891318,,11,12,2023
Henry Lee,GB43LGIF57833645701143,197.71,6857885694732,,25,4,2023
Timothy Thomas,GB74HBET81295962746318,618.87,8923738844000,,11,10,2021
Blake Thompson,GB41YMNU42827324229517,830.15,4174460682741,,16,2,2020
Patrick Matthews,GB59HGST72654292556445,344.06,07226687,,7,6,2024
Daniel Cole,GB37ZEWU42408293578530,191.82,0332743358309,,18,12,2023
Patricia Haynes,GB04SNVU76832415233178,702.8,4070808037771,,20,4,2022
William Juarez,GB77OVQC43804491866862,969.4,2815556403742,,28,1,2020
Sarah Curtis,GB81LNWX17169028454942,389.98,8408714623386,,21,12,2021
Michele Hall,GB54VEAD87146987563172,717.15,5028237092280,,18,2,2021
Brian Thompson,GB60FYVC61278889831970,549.72,9806626892842,,28,3,2020
Donna Chavez,GB76EHZW45603113037950,429.03,0155762079365,,7,3,2023
William Lee,GB27YGXH00574611625787,503.45,8181404765442,,11,4,2024
Daniel Pittman,GB84ANTW73709944684160,1873.9761156252728,3385957723750,,23,12,2021
Jerry Montes,GB94SXKY58755572711440,832.04,3156198092826,,16,6,2020
Kathleen Moore,GB54WMVF81228419442295,689.84,3631804218857,,18,10,2023
Dr. Brandon Rogers,GB78IXWX45671931764847,323.54,0808915580552,,15,3,2021
Rose Miller,GB73THDC29970809687863,706.2,3235209516343,,28,9,2021
Jennifer Collins,GB09NCGB09907559465499,242.68797697309816,2551100553678,,19,12,2024
Mark Woods,GB18ECWS22377088901976,325.55,7136199627308,Subscription 7136199627308,28,9,2023
Jessica Rosario,GB47NYAI95511002721122,594.42,6076273278426,,10,2,2020
William Johnston,GB48PWHF73032712581725,292.69,4427697956681,,9,5,2023
Charles Mercado,GB89YPCF64923551952593,408.89,7666695114083,,17,10,2020
Brandon Lawrence,GB69HHVU45259697927897,644.26,Charge player,,20,4,2023
Patricia Smith,GB39FGPI24207235753688,208.32,0364276580421,,7,5,2021
Kevin Frederick DDS,GB05RJYV47564314821364,832.03,4567745559690,,20,2,2022
Ashley Johnson,GB84VYBJ48821842517585,582.69,9834395615546,,21,10,2023
Melanie Marshall,GB82NDSM13207844283510,425.93,5570111451497,,15,1,2023
Sonya Leonard,GB19ETXD66673144190554,368.16,2477149346395,,9,6,2021
Robert Brown,GB78HCWA35723247487030,286.52,2801614549224,,24,6,2021
Amy Fernandez,GB13QWXR81830395384074,700.99,3802205675642,,5,10,2022
Steven Lee,GB47TTQC33422232321216,202.73,3947398519684,,6,9,2024
Bradley Walker,GB77ZRMI90286646111122,323.91,3413657764640,,8,11,2021
Thomas Coleman,GB39ETPI65623544882394,884.2955044722928,4562811589175,,17,4,2020
Darrell Acevedo,GB77NTWF13842484883275,271.13,8126835091579,,18,12,2023
Amber Dougherty,GB24UNKE48601006581486,844.56,1548197397644,,3,6,2023
Janet Hardy MD,GB68BCEE54759469766437,436.28,10203491,,8,1,2021
Norman Smith,GB75KTPR56800895528226,73.64,2455662856379,,1,11,2020
Erica Walker,GB85WAHG88707382165598,364.05,565889749780,Payment 0565889749780 for services,21,2,2020
Emily Pearson,GB33WDRK16214113449625,449.73,2101665516382,,13,2,2022
Mary Steele,GB79FDIY52199068361606,713.68,3230192675121,,17,10,2021
John Mason,GB07GKLK79618743049096,412.18,4678704666097,,12,1,2022
James Watson,GB45NALS80681280169741,260.26,7121054345121,Animal study listen turn animal.,25,2,2023
Felicia Scott,GB78OYCJ77470688758600,46.16,monthly,,18,6,2022
Mary Carter,GB80PPVH96224824954604,697.3,4996041772272,Payment 4996041772272 for services,13,6,2024
Peter Hernandez,GB05IDGE94049709383449,307.7,5643675771810,,4,6,2023
Jacqueline Mitchell,GB10ESMA88945009232764,342.27,4452608481631,,27,4,2022
Stephen Patton,GB60HAOG73971786132928,644.82,7684096672926,,14,1,2024
Tyler Green,GB16LEHA59531215716346,496.92,6980392817148,,12,1,2021
Laura Mcdaniel,GB10OZUV07133330956431,312.45,1589165437375,,27,10,2020
Amanda Gonzalez,GB66AAWW99854236256021,222.65,54411784,,26,6,2024
Jennifer Smith,GB93KJHQ80847920871382,692.38,8988920942964,,22,11,2022
Melissa Joyce,GB59YJVP70757059654852,670.89,2723595777505,Affect dinner age method plan.,4,11,2021
Mrs. Rachel Sawyer,GB74HZNC55979741023831,623.13,7427685350610,,26,1,2023
Christina Yoder,GB37ZQVM18546008520944,167.36,6654665905541,,26,6,2022
Margaret Long,GB29DNVQ36523837522558,218.12,0771065701545,,18,12,2021
Jessica Olson,GB56KIOE25237304785779,953.44,8557685779834,Payment 8557685779834 for services,7,6,2023
James Cox,GB84BDVB85662986110911,302.03,0672438999036,,8,12,2024
Teresa Peterson,GB07JTWU33069531959746,39.61,4849036578475,,1,3,2023
Hector Pruitt,GB84AZJF84521909096208,973.58,877656892583,Payment 0877656892583 for services,4,6,2023
Lacey Ross,GB74SMJN76375116940292,897.01,4858789284984,,10,4,2022
Jessica Silva,GB85RULZ26753785021857,217.26,9811253712180,,27,1,2024
Lori Young,GB14ICKC34677990431015,847.29,7418504682128,,19,5,2024
Richard Paul,GB98VIOC49152045018464,591.87,2042873224730,,11,3,2023
Robert Aguirre,GB55UZUO65767047368573,439.63,8446601440326,,12,5,2021
Rickey Smith,GB42JKSI73611930428692,498.64,1964969571409,Subscription 1964969571409,6,6,2024
David Wallace,GB07JUMW69745490250413,256.01,6205204231548,,28,9,2020
Heidi House,GB29IMAN45024857407314,409.97,8803189240173,,23,10,2024
Cindy Carpenter,GB14HNGO22191673627773,987.75,5409466210773,,8,7,2022
Lori Nixon,GB36FIYD59740400785592,869.7358789650921,0694721330753,,7,9,2022
Andrea Edwards,GB09AAFK99554281643694,990.16,0225435735697,,11,5,2021
James Rios,GB43SCTI29206493374277,769.1230701068151,1614073513771,,15,2,2024
Christopher Burnett,GB16GSZF43881120178839,324.32,0131013836710,,6,2,2023
Daniel Walsh,GB77ZMJL85380983602979,57.72100170704356,6020964021624,,15,12,2022
Sean White,GB09NVMS90113602824499,437.05,5606562095642,,1,8,2022
Roy Harvey,GB27NGHA16019679525944,672.0,5001578075891,,12,5,2022
Breanna Cummings,GB21RQIU17373989047683,640.12,1443361161352,,13,9,2022
Jacob Johnson,GB93CZCW72144643107206,380.15,3156720686615,,12,3,2020
Lee Williams,GB21LUHK42767589540181,981.64,5624664072408,,8,5,2022
Matthew Rocha,GB30OYQI44716328172768,635.3,6976915988686,,21,7,2020
Colleen Ochoa,GB83AAMP89599266455962,150.72,Thousand stock,,9,11,2022
Anthony Martinez,GB69ZIPH96823417807368,963.14,1812053676830,,9,3,2020
Rachel Williams,GB24JDYD70295142696151,713.64,4917971352006,,6,1,2023
Juan Lynch,GB28WMOB71666277379307,1503.1186878244414,3923357021818,,25,9,2023
Robin Smith,GB57XQUC72170805879166,24.9,2184568476588,Director himself little. Hope wide one ask hear.,15,8,2024
Willie Escobar,GB88VKYZ24450457377734,447.33,5760171484003,,2,8,2024
Angel Osborn,GB14GKBG54608145835196,224.14,4437319094981,,12,9,2024
Melissa Black,GB57JQJK61369377517283,65.79,2185341720201,,2,10,2022
Adam Jones,GB92TLFP57573208074477,241.08,4636762867238,Subscription 4636762867238,26,7,2022
Lisa Cain,GB89AECF91491849151636,264.34,0698904547556,,13,12,2023
Benjamin Sullivan,GB16SXSG57227793380211,715.56,3203858074538,His this city cultural cut until song tonight.,12,12,2020
